"ORDER_DATE","IMPRESSION_SEQUENCE","ORDER_COUNT","LOAD_COUNT","ADVERTISER_COUNT","CONV_COUNT","AD_SPEND","LOAD_COUNT_7_DAY_AVG","CONV_COUNT_7_DAY_AVG","AD_SPEND_7_DAY_AVG"
"2024-02-01","first_day","47139","60827","158347","246",5256.52,60827,246,5256.52
"2024-02-02","first_day","42777","54570","146819","252",5012.19,57698.5,249,5134.355
"2024-02-03","first_day","43813","54831","147506","211",4858.72,56742.666,236.333,5042.47666
"2024-02-04","first_day","44573","56410","155643","248",5151.33,56659.5,239.25,5069.69
"2024-02-05","first_day","47575","61889","166181","258",5588.44,57705.4,243,5173.44
"2024-02-06","first_day","48555","63750","170338","256",5636.32,58712.833,245.166,5250.58666
"2024-02-07","first_day","44526","57948","157989","265",5913.57,58603.571,248,5345.29857
"2024-02-08","first_day","53069","70053","179674","257",4740.31,59921.571,249.571,5271.55428
"2024-02-09","first_day","50104","67310","196194","256",5251.43,61741.571,250.142,5305.73142
"2024-02-10","first_day","49039","65406","206214","298",6131.51,63252.285,262.571,5487.55857
"2024-02-11","first_day","49379","63898","187292","310",6047.87,64322,271.428,5615.63571
"2024-02-12","first_day","49791","66342","198241","293",5164.14,64958.142,276.428,5555.02142
"2024-02-13","first_day","52065","68582","199615","316",5735.25,65648.428,285,5569.15428
"2024-02-14","first_day","52671","68784","195302","326",6002.07,67196.428,293.714,5581.79714
"2024-02-15","first_day","52087","67347","192565","307",5914.39,66809.857,300.857,5749.52285
"2024-02-16","first_day","60738","77916","216605","376",6565.68,68325,318,5937.27285
"2024-02-17","first_day","60341","75587","214007","393",6790.97,69779.428,331.571,6031.48142
"2024-02-18","first_day","60145","75535","214480","408",7358.85,71441.857,345.571,6218.76428
"2024-02-19","first_day","65322","83194","234003","433",8273.35,73849.285,365.571,6662.93714
"2024-02-20","first_day","59325","75471","199288","377",7301.97,74833.428,374.285,6886.75428
"2024-02-21","first_day","45218","58671","155597","363",6071.9,73388.714,379.571,6896.73
"2024-02-22","first_day","44849","55545","150928","342",5071.31,71702.714,384.571,6776.29
"2024-02-23","first_day","40879","48891","132618","314",4887.46,67556.285,375.714,6536.54428
"2024-02-24","first_day","39638","47265","130308","324",5248.9,63510.285,365.857,6316.24857
"2024-02-25","first_day","40010","47532","132098","305",4741.77,59509.857,351.142,5942.38
"2024-02-26","first_day","42212","50301","139688","307",4868.78,54810.857,333.142,5456.01285
"2024-02-27","first_day","44769","53955","144091","300",4425.79,51737.142,322.142,5045.13
"2024-02-28","first_day","46736","56121","146159","314",4015.61,51372.857,315.142,4751.37428
"2024-02-29","first_day","50584","60850","161565","330",4835.35,52130.714,313.428,4717.66571
"2024-03-01","first_day","46792","57795","158520","285",4434.09,53402.714,309.285,4652.89857
"2024-03-02","first_day","56007","67831","184056","298",4586.21,56340.714,305.571,4558.22857
"2024-03-03","first_day","46853","56646","154334","299",5098.91,57642.714,304.714,4609.24857
"2024-03-04","first_day","46377","56990","155609","260",4134.35,58598.285,298,4504.33
"2024-03-05","first_day","45564","56307","153841","283",4435.19,58934.285,295.571,4505.67285
"2024-03-06","first_day","47569","58856","162075","356",5732.03,59325,301.571,4750.87571
"2024-03-07","first_day","49373","60849","160552","305",5279.03,59324.857,298,4814.25857
"2024-03-08","first_day","46116","57205","141926","303",4715.32,59240.571,300.571,4854.43428
"2024-03-09","first_day","47553","58019","143860","352",5655.05,57838.857,308.285,5007.12571
"2024-03-10","first_day","43983","53803","133362","317",4746.85,57432.714,310.857,4956.83142
"2024-03-11","first_day","41884","51927","130611","302",4977.23,56709.428,316.857,5077.24285
"2024-03-12","first_day","40357","49724","121902","319",5068.84,55769,322,5167.76428
"2024-03-13","first_day","47383","57588","139367","374",6431.86,55587.857,324.571,5267.74
"2024-03-14","first_day","49983","61137","144167","358",5770.71,55629,332.142,5337.98
"2024-03-15","first_day","50695","62024","148521","314",5488.71,56317.428,333.714,5448.46428
"2024-03-16","first_day","45624","55615","136354","321",5225.78,55974,329.285,5387.14
"2024-03-17","first_day","46062","56178","135132","341",5367.93,56313.285,332.714,5475.86571
"2024-03-18","first_day","46509","56765","139847","322",4711.44,57004.428,335.571,5437.89571
"2024-03-19","first_day","43066","52679","129754","268",5044.13,57426.571,328.285,5434.36571
"2024-03-20","first_day","43483","53534","130637","252",4638.21,56847.428,310.857,5178.13
"2024-03-21","first_day","47985","60687","145532","258",4543.71,56783.142,296.571,5002.84428
"2024-03-22","first_day","48784","62378","153442","275",5097.65,56833.714,291,4946.97857
"2024-03-23","first_day","48870","61383","150247","282",4515.39,57657.714,285.428,4845.49428
"2024-03-24","first_day","45975","57548","140070","259",4474.91,57853.428,273.714,4717.92
"2024-03-25","first_day","45850","58343","143129","271",4013.27,58078.857,266.428,4618.18142
"2024-03-26","first_day","46321","58628","139900","327",4577.67,58928.714,274.857,4551.54428
"2024-03-27","first_day","43763","55906","138690","276",4179.83,59267.571,278.285,4486.06142
"2024-03-28","first_day","46859","59238","144100","295",4910.67,59060.571,283.571,4538.48428
"2024-03-29","first_day","44297","55860","137778","230",3747.73,58129.428,277.142,4345.63857
"2024-03-30","first_day","40285","49908","123021","220",3399.19,56490.142,268.285,4186.18142
"2024-03-31","first_day","37964","47240","117230","197",3311.43,55017.571,259.428,4019.97
"2024-04-01","first_day","43532","55221","136831","253",4242.21,54571.571,256.857,4052.67571
"2024-04-02","first_day","41654","53501","133013","243",4147.81,53839.142,244.857,3991.26714
"2024-04-03","first_day","38889","49818","123960","244",4094.14,52969.428,240.285,3979.02571
"2024-04-04","first_day","40875","52077","127536","294",4692.17,51946.428,240.142,3947.81142
"2024-04-05","first_day","37336","47054","117011","251",3660.98,50688.428,243.142,3935.41857
"2024-04-06","first_day","40257","50092","126212","290",4749.88,50714.714,253.142,4128.37428
"2024-04-07","first_day","40312","49728","126823","287",5116.46,51070.142,266,4386.23571
"2024-04-08","first_day","38387","48303","118520","258",3822.76,50081.857,266.714,4326.31428
"2024-04-09","first_day","40000","50611","124443","297",5134.89,49669,274.428,4467.32571
"2024-04-10","first_day","41526","53311","132152","330",5017.47,50168,286.714,4599.23
"2024-04-11","first_day","44340","56703","138765","273",4367.74,50828.857,283.714,4552.88285
"2024-02-01","subsequent_over_half_week","7782","18630","50262","44",786,18630,44,786
"2024-02-02","subsequent_over_half_week","7330","17174","48190","52",1072,17902,48,929
"2024-02-03","subsequent_over_half_week","7958","19228","52304","54",1093,18344,50,983.66666
"2024-02-04","subsequent_over_half_week","6906","16635","46016","38",703.98,17916.75,47,913.745
"2024-02-05","subsequent_over_half_week","7205","17497","48030","46",735.74,17832.8,46.8,878.144
"2024-02-06","subsequent_over_half_week","6879","16757","47256","44",779.97,17653.5,46.333,861.78166
"2024-02-07","subsequent_over_half_week","6866","16914","47075","31",456,17547.857,44.142,803.81285
"2024-02-08","subsequent_over_half_week","8658","20401","55279","49",660.5,17800.857,44.857,785.88428
"2024-02-09","subsequent_over_half_week","10029","27923","88585","53",851,19336.428,45,754.31285
"2024-02-10","subsequent_over_half_week","10635","33015","112345","63",1142.01,21306,46.285,761.31428
"2024-02-11","subsequent_over_half_week","8764","24077","76948","50",707.48,22369.142,48,761.81428
"2024-02-12","subsequent_over_half_week","8749","24614","78110","46",934,23385.857,48,790.13714
"2024-02-13","subsequent_over_half_week","8712","23232","72765","54",854.5,24310.857,49.428,800.78428
"2024-02-14","subsequent_over_half_week","9550","26578","79691","63",947.99,25691.428,54,871.06857
"2024-02-15","subsequent_over_half_week","10274","27694","80063","52",623,26733.285,54.428,865.71142
"2024-02-16","subsequent_over_half_week","11209","31053","91916","73",1147.76,27180.428,57.285,908.10571
"2024-02-17","subsequent_over_half_week","10561","29067","83013","83",1134,26616.428,60.142,906.96142
"2024-02-18","subsequent_over_half_week","8941","24351","72250","71",967.09,26655.571,63.142,944.04857
"2024-02-19","subsequent_over_half_week","8350","22173","63255","59",732.5,26306.857,65,915.26285
"2024-02-20","subsequent_over_half_week","7519","20182","59065","50",640,25871.142,64.428,884.62
"2024-02-21","subsequent_over_half_week","6533","17083","50960","38",504,24514.714,60.857,821.19285
"2024-02-22","subsequent_over_half_week","7037","19037","55854","46",575.5,23278,60,814.40714
"2024-02-23","subsequent_over_half_week","6301","16952","49921","45",646,21263.571,56,742.72714
"2024-02-24","subsequent_over_half_week","6284","17020","48996","29",433,19542.571,48.285,642.58428
"2024-02-25","subsequent_over_half_week","6089","16064","47527","37",462.08,18358.714,43.428,570.44
"2024-02-26","subsequent_over_half_week","6160","15989","47399","31",353.01,17475.285,39.428,516.22714
"2024-02-27","subsequent_over_half_week","5813","14666","42604","32",590.5,16687.285,36.857,509.15571
"2024-02-28","subsequent_over_half_week","6033","15267","44218","33",470.98,16427.857,36.142,504.43857
"2024-02-29","subsequent_over_half_week","7156","18295","52122","36",486.5,16321.857,34.714,491.72428
"2024-03-01","subsequent_over_half_week","7520","20622","58917","53",881.5,16846.142,35.857,525.36714
"2024-03-02","subsequent_over_half_week","7790","20568","58013","52",839.44,17353,39.142,583.43
"2024-03-03","subsequent_over_half_week","6271","16394","45215","34",677.5,17400.142,38.714,614.20428
"2024-03-04","subsequent_over_half_week","5808","14975","41341","33",674.96,17255.285,39,660.19714
"2024-03-05","subsequent_over_half_week","5632","14206","38665","34",555.72,17189.571,39.285,655.22857
"2024-03-06","subsequent_over_half_week","6239","15941","44860","38",616.5,17285.857,40,676.01714
"2024-03-07","subsequent_over_half_week","6438","17074","48099","35",493.5,17111.428,39.857,677.01714
"2024-03-08","subsequent_over_half_week","7341","20597","57676","67",745.07,17107.857,41.857,657.52714
"2024-03-09","subsequent_over_half_week","7414","20471","56936","41",608.5,17094,40.285,624.53571
"2024-03-10","subsequent_over_half_week","6215","16663","45468","41",628,17132.428,41.285,617.46428
"2024-03-11","subsequent_over_half_week","5869","15110","42619","30",405,17151.714,40.857,578.89857
"2024-03-12","subsequent_over_half_week","5697","14605","40657","38",494,17208.714,41.428,570.08142
"2024-03-13","subsequent_over_half_week","6458","16938","47418","44",686.48,17351.142,42.285,580.07857
"2024-03-14","subsequent_over_half_week","8174","21251","59579","45",713.01,17947.857,43.714,611.43714
"2024-03-15","subsequent_over_half_week","10165","27790","77867","57",1133.48,18975.428,42.285,666.92428
"2024-03-16","subsequent_over_half_week","9643","26215","73698","52",912.73,19796,43.857,710.38571
"2024-03-17","subsequent_over_half_week","8784","22824","63506","45",585.58,20676.142,44.428,704.32571
"2024-03-18","subsequent_over_half_week","8910","24030","65959","52",828.1,21950.428,47.571,764.76857
"2024-03-19","subsequent_over_half_week","8541","23356","65176","31",598.98,23200.571,46.571,779.76571
"2024-03-20","subsequent_over_half_week","9346","26241","72462","34",557.5,24529.571,45.142,761.34
"2024-03-21","subsequent_over_half_week","10819","29641","82925","38",461.5,25728.142,44.142,725.41
"2024-03-22","subsequent_over_half_week","11682","33192","91794","68",1041.51,26499.857,45.714,712.27142
"2024-03-23","subsequent_over_half_week","11325","30889","85301","47",786.06,27167.571,45,694.17571
"2024-03-24","subsequent_over_half_week","9418","24829","68694","63",745.44,27454,47.571,717.01285
"2024-03-25","subsequent_over_half_week","8743","23356","65216","47",728.73,27357.714,46.857,702.81714
"2024-03-26","subsequent_over_half_week","8584","23161","64503","43",710.47,27329.857,48.571,718.74428
"2024-03-27","subsequent_over_half_week","9802","26729","74350","50",702.5,27399.571,50.857,739.45857
"2024-03-28","subsequent_over_half_week","11078","30573","85944","54",863.44,27532.714,53.142,796.87857
"2024-03-29","subsequent_over_half_week","10721","29832","85082","59",760.02,27052.714,51.857,756.66571
"2024-03-30","subsequent_over_half_week","9991","27727","79744","52",940.08,26601,52.571,778.66857
"2024-03-31","subsequent_over_half_week","8935","23444","67294","48",1023,26403.142,50.428,818.32
"2024-04-01","subsequent_over_half_week","9201","24234","69301","39",626.5,26528.571,49.285,803.71571
"2024-04-02","subsequent_over_half_week","8921","23206","66005","45",786.5,26535,49.571,814.57714
"2024-04-03","subsequent_over_half_week","8697","22770","64447","40",532.5,25969.428,48.142,790.29142
"2024-04-04","subsequent_over_half_week","9609","25327","70622","60",874,25220,49,791.8
"2024-04-05","subsequent_over_half_week","10203","27504","77247","59",787.95,24887.428,49,795.79
"2024-04-06","subsequent_over_half_week","10278","27668","77466","46",528.01,24879,48.142,736.92285
"2024-04-07","subsequent_over_half_week","8821","22201","61189","29",350.98,24701.428,45.428,640.92
"2024-04-08","subsequent_over_half_week","7584","19160","52561","27",474.98,23976.571,43.714,619.27428
"2024-04-09","subsequent_over_half_week","7979","19700","53797","31",486,23475.714,41.714,576.34571
"2024-04-10","subsequent_over_half_week","9433","23935","66207","27",370.98,23642.142,39.857,553.27142
"2024-04-11","subsequent_over_half_week","9889","25742","71443","24",337,23701.428,34.714,476.55714
"2024-02-01","subsequent_under_half_week","5403","9351","24717","15",328.75,9351,15,328.75
"2024-02-02","subsequent_under_half_week","5539","9779","26867","23",480.01,9565,19,404.38
"2024-02-03","subsequent_under_half_week","6390","11392","32716","30",762.98,10174,22.666,523.91333
"2024-02-04","subsequent_under_half_week","6965","13116","35675","38",762.98,10909.5,26.5,583.68
"2024-02-05","subsequent_under_half_week","7816","15259","42043","32",823,11779.4,27.6,631.544
"2024-02-06","subsequent_under_half_week","7566","14498","38891","35",756,12232.5,28.833,652.28666
"2024-02-07","subsequent_under_half_week","6326","11575","30705","32",507,12138.571,29.285,631.53142
"2024-02-08","subsequent_under_half_week","6002","10408","27281","28",691,12289.571,31.142,683.28142
"2024-02-09","subsequent_under_half_week","7314","14357","48201","32",483,12943.571,32.428,683.70857
"2024-02-10","subsequent_under_half_week","8876","17324","63143","26",502,13791,31.857,646.42571
"2024-02-11","subsequent_under_half_week","7905","14770","48709","37",692,14027.285,31.714,636.28571
"2024-02-12","subsequent_under_half_week","8090","15240","48063","44",582.87,14024.571,33.428,601.98142
"2024-02-13","subsequent_under_half_week","7876","14591","45660","35",469.68,14037.857,33.428,561.07857
"2024-02-14","subsequent_under_half_week","7529","13281","40452","25",395.5,14281.571,32.428,545.15
"2024-02-15","subsequent_under_half_week","6715","11800","35407","29",411,14480.428,32.571,505.15
"2024-02-16","subsequent_under_half_week","8010","14053","41175","32",426.1,14437,32.571,497.02142
"2024-02-17","subsequent_under_half_week","9243","16298","48618","40",784.38,14290.428,34.571,537.36142
"2024-02-18","subsequent_under_half_week","9258","17026","47444","46",770,14612.714,35.857,548.50428
"2024-02-19","subsequent_under_half_week","9493","17535","48425","45",660.5,14940.571,36,559.59428
"2024-02-20","subsequent_under_half_week","6811","12873","36815","33",484.45,14695.142,35.714,561.70428
"2024-02-21","subsequent_under_half_week","5543","10304","29107","29",420.5,14269.857,36.285,565.27571
"2024-02-22","subsequent_under_half_week","4119","7413","20788","22",263,13643.142,35.285,544.13285
"2024-02-23","subsequent_under_half_week","3126","5328","14989","16",323.01,12396.714,33,529.40571
"2024-02-24","subsequent_under_half_week","3410","6100","17534","12",181,10939.857,29,443.20857
"2024-02-25","subsequent_under_half_week","3488","6141","17362","15",167.01,9384.857,24.571,357.06714
"2024-02-26","subsequent_under_half_week","3615","6802","19437","13",170,7851.571,20,286.99571
"2024-02-27","subsequent_under_half_week","3788","6625","18082","13",177,6959,17.142,243.07428
"2024-02-28","subsequent_under_half_week","4211","7414","20006","25",325,6546.142,16.571,229.43142
"2024-02-29","subsequent_under_half_week","4430","7706","21330","11",186,6588,15,218.43142
"2024-03-01","subsequent_under_half_week","4692","8569","24900","17",177.98,7051,15.142,197.71285
"2024-03-02","subsequent_under_half_week","5444","9917","29325","25",510,7596.285,17,244.71285
"2024-03-03","subsequent_under_half_week","5148","9605","28298","21",297,8091.142,17.857,263.28285
"2024-03-04","subsequent_under_half_week","5191","9826","28279","14",232,8523.142,18,272.14
"2024-03-05","subsequent_under_half_week","4816","8947","25131","19",282.98,8854.857,18.857,287.28
"2024-03-06","subsequent_under_half_week","4868","9080","24162","23",140,9092.857,18.571,260.85142
"2024-03-07","subsequent_under_half_week","4380","7624","19820","16",186,9081.142,19.285,260.85142
"2024-03-08","subsequent_under_half_week","4101","7085","18437","29",294.44,8869.142,21,277.48857
"2024-03-09","subsequent_under_half_week","4552","7862","21455","20",290.5,8575.571,20.285,246.13142
"2024-03-10","subsequent_under_half_week","4669","8517","22582","22",400.25,8420.142,20.428,260.88142
"2024-03-11","subsequent_under_half_week","4887","9249","24745","19",219.1,8337.714,21.142,259.03857
"2024-03-12","subsequent_under_half_week","4235","8065","20978","15",136,8211.714,20.571,238.04142
"2024-03-13","subsequent_under_half_week","4475","8293","21123","19",238.5,8099.285,20,252.11285
"2024-03-14","subsequent_under_half_week","4261","7420","19082","22",280,8070.142,20.857,265.54142
"2024-03-15","subsequent_under_half_week","4275","7268","18828","14",198,8096.285,18.714,251.76428
"2024-03-16","subsequent_under_half_week","4552","7796","20778","21",188,8086.857,18.857,237.12142
"2024-03-17","subsequent_under_half_week","4899","8691","22884","14",166.98,8111.714,17.714,203.79714
"2024-03-18","subsequent_under_half_week","5547","9880","25443","23",316,8201.857,18.285,217.64
"2024-03-19","subsequent_under_half_week","5402","9436","24951","19",427,8397.714,18.857,259.21142
"2024-03-20","subsequent_under_half_week","6177","10727","27911","25",596,8745.428,19.714,310.28285
"2024-03-21","subsequent_under_half_week","6585","11389","29660","32",661.01,9312.428,21.142,364.71285
"2024-03-22","subsequent_under_half_week","6035","10350","27366","26",592,9752.714,22.857,420.99857
"2024-03-23","subsequent_under_half_week","7164","12149","32940","22",286.01,10374.571,23,435
"2024-03-24","subsequent_under_half_week","7367","13091","34796","36",484,11003.142,26.142,480.28857
"2024-03-25","subsequent_under_half_week","7715","13876","36530","38",548.72,11574,28.285,513.53428
"2024-03-26","subsequent_under_half_week","6453","11408","29463","21",315.01,11855.714,28.571,497.53571
"2024-03-27","subsequent_under_half_week","6839","11882","30640","23",336,12020.714,28.285,460.39285
"2024-03-28","subsequent_under_half_week","6280","10562","27321","21",421.51,11902.571,26.714,426.17857
"2024-03-29","subsequent_under_half_week","5125","8491","22208","15",353,11637,25.142,392.03571
"2024-03-30","subsequent_under_half_week","5844","9788","26213","20",364.51,11299.714,24.857,403.25
"2024-03-31","subsequent_under_half_week","6590","11908","31975","25",472.5,11130.714,23.285,401.60714
"2024-04-01","subsequent_under_half_week","8053","14967","39701","25",466,11286.571,21.428,389.79
"2024-04-02","subsequent_under_half_week","6666","11643","31308","30",452,11320.142,22.714,409.36
"2024-04-03","subsequent_under_half_week","6317","11208","29709","26",288.5,11223.857,23.142,402.57428
"2024-04-04","subsequent_under_half_week","5936","10328","27532","17",286.5,11190.428,22.571,383.28714
"2024-04-05","subsequent_under_half_week","5010","8572","23399","20",456,11202,23.285,398.00142
"2024-04-06","subsequent_under_half_week","6120","10119","27502","22",377.5,11249.285,23.571,399.85714
"2024-04-07","subsequent_under_half_week","7061","12416","33007","41",458.1,11321.857,25.857,397.8
"2024-04-08","subsequent_under_half_week","6937","12641","33588","29",363.6,10989.571,26.428,383.17142
"2024-04-09","subsequent_under_half_week","6415","11358","29881","31",565,10948.857,26.571,399.31428
"2024-04-10","subsequent_under_half_week","7049","12633","33129","24",243,11152.428,26.285,392.81428
"2024-04-11","subsequent_under_half_week","6383","11214","28951","20",300,11279,26.714,394.74285